brand_name,car_name,car_source_city_name,official_price,sh_price,transfer_cnt,car_year,car_mileage
奔驰,E 300 L 豪华型 运动轿车,武汉,50.41万,37.80万,0,2022年,1.20万公里
本田,1.8L 自动经典版 5座,东莞,12.99万,5.98万,0,2017年,10.30万公里
路虎,2.0T S,北京,36.80万,10.88万,0,2016年,6.93万公里
奇瑞新能源,小蚂蚁 4座智炫版 35kWh,上海,7.58万,3.20万,0,2019年,2.70万公里
保时捷,Panamera 4 3.0T,银川,124.50万,26.80万,2,2014年,8.50万公里
奔腾,230 TID 自动舒适型 国V,苏州,9.98万,3.38万,0,2019年,4.60万公里
别克,改款 20T 领先型,连云港,22.98万,4.93万,0,2016年,10.40万公里
奥迪,35 TFSI 自动标准型,长沙,30.98万,5.38万,0,2015年,13万公里
起亚,1.6L 手动GL,广州,9.68万,2.88万,1,2019年,5万公里
保时捷,Panamera 4 3.6L,泉州,125.20万,16.80万,1,2012年,11.50万公里
保时捷,Panamera 4 Executive Edition 3.0T,长沙,135.80万,34.89万,5,2016年,6.90万公里
奔驰,A 180 L 运动轿车,沈阳,23.28万,12.68万,0,2021年,5.20万公里
奥迪,Sportback 35 TFSI 进取型 国V,海口,18.92万,8.78万,2,2019年,6.94万公里
奔驰,GLA 200 时尚型,武汉,29.08万,8.65万,1,2018年,8万公里
红旗,2.0T 智联旗享版,长春,32.98万,17.98万,1,2020年,4.30万公里
别克,3.0L XT豪华商务旗舰版,北京,39.99万,10.30万,3,2016年,13.80万公里
奔驰,GLC 260 4MATIC 豪华型,北京,44.30万,16.90万,0,2016年,7.57万公里
奔驰,GLC 300 4MATIC 动感型,海口,48.60万,16.50万,0,2016年,6.15万公里
日产,2.0L XL 舒适版,柳州,18.78万,11.78万,0,2022年,2.53万公里
荣威,20T 自动4G互联超越旗舰版,北京,12.88万,5.98万,0,2019年,4.85万公里
奥迪,45 TFSI quattro 运动型,大连,53.05万,15.90万,0,2017年,14.80万公里
长安,1.6L 手动豪华型 国V,汕头,8.39万,1.80万,0,2017年,5.90万公里
吉利汽车,1.8TD 自动智慧型,乌鲁木齐,13.98万,4.19万,0,2017年,11.55万公里
起亚,三厢 1.6L AT Premium纪念版,广州,9.99万,2.98万,0,2013年,7.91万公里
奔驰,E 260 CGI 敞篷版,杭州,73.80万,9.88万,1,2013年,11万公里
宝马,530i 领先型 旅行版,深圳,66.66万,8.88万,0,2013年,15.21万公里
大众,280TSI DSG舒适型 国VI,郑州,15.32万,8.36万,1,2019年,6.36万公里
广汽传祺,270T 自动星河版,苏州,13.68万,8.58万,0,2022年,3.85万公里
标致,2.0L 自动舒适版,青岛,14.39万,1.93万,3,2014年,12.58万公里
宝马,120i M运动曜夜版,潍坊,22.68万,10.58万,0,2021年,2.10万公里
红旗,2.0T 智联旗享版,厦门,19.98万,7.68万,0,2020年,7.50万公里
荣威,ePLUS 国潮荣麟豪华版,上海,15.58万,5.96万,0,2021年,3.86万公里
奔驰,GLA 200 极地限量版,郑州,32.38万,9.71万,0,2018年,5万公里
魏牌,2.0T 旗舰型,上海,18.88万,7.26万,0,2020年,5.60万公里
坦克,商务版 造境 5座,南京,35.50万,25.38万,1,2022年,2.30万公里
吉利汽车,1.5L CVT向上版,东莞,9.18万,4.28万,0,2020年,4.50万公里
丰田,LIMITED(至尊版),广州,53.10万,4.98万,0,2008年,26万公里
名爵,20T 自动星辉版,苏州,10.98万,4.20万,0,2020年,4.60万公里
领克,03+ 2.0TD 自动驭风版,深圳,19.88万,10.93万,2,2020年,5.12万公里
奔驰,CLS 300 动感型,西安,63.78万,45.50万,0,2023年,2.60万公里
东风风神,超享版,合肥,21.28万,2.88万,0,2019年,15.10万公里
北京,3.0T 自动至尊型,深圳,34.80万,19.10万,3,2021年,5.94万公里
别克,15N 自动精英型,南宁,12.69万,4.36万,1,2016年,6.74万公里
奔驰,GLE 350 4MATIC 动感型,成都,69.98万,49.90万,0,2021年,3.50万公里
马自达,三厢 1.5L 自动豪华型 国V,佛山,13.99万,5.38万,0,2019年,7万公里
奥迪,40 TFSI 进取型,苏州,38.36万,6.80万,2,2013年,15万公里
宝马,118i 领先型,苏州,23.18万,8.89万,0,2019年,5.62万公里
特斯拉,标准续航后驱升级版,上海,29.18万,13.59万,0,2020年,4.93万公里
奔驰,GLC 200 4MATIC,金华,39.60万,15.20万,0,2017年,9万公里
名爵,180DVVT CVT青春风尚版,苏州,7.79万,3.02万,0,2021年,3.90万公里
福特,1.5L 自动风尚型,佛山,11.28万,2.50万,0,2016年,9.10万公里
奔驰,E 300 L 时尚型,佛山,47.48万,22.20万,0,2017年,11万公里
奔驰,CLA 200 时尚型,成都,27.48万,12.88万,0,2018年,8.60万公里
AITO,Plus五座后驱版,南通,24.98万,19.98万,0,2023年,1万公里
奥迪,2.0TFSI 技术型,杭州,42.38万,4.18万,1,2011年,20万公里
英菲尼迪,2.0T 悦享版,深圳,30.98万,6.88万,1,2016年,10万公里
奥迪,55 TFSI quattro S line运动型,合肥,78.88万,43.50万,0,2020年,3.88万公里
奔驰,GLB 200 动感型,潍坊,31.88万,17.58万,0,2021年,4.43万公里
长安,1.6L 手动豪华型 国V,北京,8.39万,1.85万,1,2016年,7.65万公里
丰田,2.0L 进取版,东莞,19.98万,12.66万,0,2022年,3.30万公里
雪佛兰,RS 330T 自动畅快版,赣州,11.49万,4.92万,0,2020年,4.63万公里
大众,改款 1.8TSI 领先型,佛山,21.98万,4.88万,0,2013年,16万公里
哈弗,1.5T 手动两驱精英型,苏州,9.48万,3.28万,1,2017年,6.17万公里
宝马,xDrive28i M运动套装,东莞,42.58万,19.98万,0,2020年,8.30万公里
马自达,三厢 1.5L 自动豪华型 国V,武汉,13.99万,5.98万,0,2019年,4.42万公里
宝马,528Li xDrive领先型,武汉,57.66万,10.58万,0,2015年,13万公里
丰田,2.0G 十周年纪念领先版,广州,19.58万,5.98万,1,2017年,6万公里
哈弗,1.5T 两驱极智潮玩版lite,苏州,11.99万,4.68万,0,2019年,4.90万公里
宝马,525Li 豪华型,东莞,49.46万,6.98万,0,2012年,15万公里
大众,2.0TSI GTI,杭州,23.58万,4.28万,2,2012年,11.80万公里
比亚迪,DM-i 110km 旗舰型,武汉,15.78万,7.45万,1,2022年,3.80万公里
奔驰,C 260 时尚型 Grand Edition,杭州,39.30万,5.58万,1,2014年,14万公里
斯柯达,TSI280 DSG智行豪华版 国VI,南京,13.99万,4.88万,0,2019年,6.50万公里
大众,280TSI DSG 30周年纪念版,东莞,14.93万,8.88万,0,2022年,8.60万公里
长安,280T DCT尊贵型 国VI,厦门,11.99万,5.65万,0,2020年,4.80万公里
本田,180Turbo CVT乐享版 国VI,温州,12.28万,5.28万,0,2021年,2万公里
路虎,110 P400 暗黑特别版,重庆,88.80万,63.98万,0,2021年,5.90万公里
现代,1.6L 自动豪华型,惠州,12.08万,1.70万,1,2013年,14.10万公里
广汽传祺,领秀系列 390T 尊贵版,南通,21.98万,16.73万,1,2022年,4.05万公里
哈弗,2.0T 两驱i范,济宁,14.38万,7.38万,1,2020年,3.85万公里
奥迪,Limousine 35 TFSI 进取型 国V,大连,19.46万,9.20万,1,2019年,5.10万公里
日产,1.6L CVT智行版,北京,12.39万,6.88万,0,2020年,4.26万公里
保时捷,Panamera 3.0T,成都,97.30万,65.98万,0,2018年,5万公里
宝马,730Li 豪华型,北京,102.35万,22.90万,0,2013年,3.90万公里
大众,280TSI DSG两驱舒享PLUS,沈阳,16.93万,7.98万,1,2022年,2.36万公里
别克,ES陆尊 653T 尊享型,临沂,33.99万,23.08万,1,2021年,7.27万公里
奥迪,30周年年型 Sportback 35 TFSI 进取型,合肥,19.05万,8.21万,1,2018年,4.72万公里
奔驰,改款 GLC 300 L 4MATIC 动感型,临沂,44.98万,28.68万,2,2020年,6.30万公里
讴歌,3.7 标准版,苏州,81.00万,4.88万,0,2010年,16万公里
宝马,523Li 豪华型,东莞,49.46万,6.98万,0,2012年,12万公里
奔驰,GLK 300 4MATIC 动感天窗型,太原,43.80万,9.98万,0,2014年,8万公里
斯柯达,TSI330 7座两驱豪华优享版 国V,苏州,22.69万,8.88万,0,2019年,6.67万公里
奥迪,35 TFSI 自动标准型,上海,31.28万,7.10万,0,2016年,9.60万公里
奥迪,40 TFSI 时尚型 国VI,厦门,33.58万,13.18万,0,2019年,4.08万公里
起亚,1.6L 自动15周年特别版GLS,温州,11.88万,3.68万,0,2017年,8.20万公里
日产,2.0 XL 豪华版,江门,16.28万,1.68万,0,2008年,18万公里
别克,1.5L 自动经典型,阳江,10.19万,1.88万,0,2014年,13万公里
铃木,1.0L 手动豪华影音型,佛山,5.23万,1.18万,0,2014年,4.70万公里
魏牌,2.0T 两驱智悦+,苏州,14.80万,5.78万,0,2020年,4.20万公里
奥迪,55 TFSI 豪华动感型,成都,87.48万,55.98万,0,2023年,3万公里
荣威,20T 两驱自动互联网智享版,东莞,14.88万,3.38万,0,2017年,6.98万公里
雪佛兰,1.5T 自动锐享版,苏州,17.99万,4.08万,0,2017年,8万公里
凯迪拉克,28T 领先型,西安,54.99万,14.68万,0,2018年,8万公里
标致,1.6T 自动豪华版,苏州,16.17万,2.98万,0,2016年,8万公里
魏牌,2.0T 超豪型,青岛,17.78万,5.48万,0,2017年,9.46万公里
奔驰,C 260 L 运动星耀臻藏版,合肥,35.68万,19.90万,0,2021年,4.50万公里
奔驰,E 260 L CGI时尚型,深圳,56.00万,5.80万,0,2011年,14万公里
奔驰,E 300 L 时尚型 轿车,昆明,48.41万,36.98万,1,2023年,1.70万公里
丰田,2.0GVP 领先版,重庆,18.98万,14.46万,0,2023年,1.96万公里
福特,EcoBoost125 自动尊翼型,杭州,12.58万,3.88万,0,2019年,5万公里
广汽传祺,320T 尊享版,佛山,18.98万,8.98万,0,2018年,7.20万公里
陆风,2.0T 全景尊贵版,汕头,13.98万,2.60万,0,2017年,7.70万公里
宝马,520Li 典雅型,东莞,42.86万,7.98万,0,2013年,13万公里
吉利汽车,2.0T 豪华型,南昌,12.57万,9.08万,0,2023年,2.16万公里
奔驰,改款 AMG A 45 4MATIC 国V,郑州,45.38万,17.80万,0,2018年,6.40万公里
宝马,525Li 豪华设计套装,东莞,49.96万,11.38万,0,2016年,16万公里
别克,20T 精英型 国VI,成都,18.28万,8.68万,0,2020年,8.34万公里
起亚,三厢 1.4L MT GLS,佛山,7.79万,1.78万,0,2015年,10万公里
标致,1.6L 自动时尚版,大连,12.17万,2.80万,0,2014年,7万公里
奥迪,2.4L 技术型,重庆,44.10万,2.88万,3,2011年,18.30万公里
长安,1.5T 尊贵型,武汉,11.69万,8.96万,0,2023年,1.35万公里
大众,280TSI DSG熠动版,沈阳,16.38万,7.80万,1,2018年,6.84万公里
比亚迪,1.5T 自动智联豪华型 6座,重庆,9.99万,4.77万,1,2018年,6.79万公里
沃尔沃,B4 智逸豪华版,南阳,30.69万,15.88万,0,2022年,2.25万公里
大众,1.6L 手动舒适型,北京,9.83万,1.85万,1,2014年,8.55万公里
日产,公爵 3.5L XV尊驭版,惠州,32.28万,2.10万,3,2008年,17.30万公里
雷克萨斯,300h 舒适版,宁波,35.40万,16.88万,1,2018年,10万公里
魏牌,1.5T 智先锋,深圳,13.78万,6.58万,0,2019年,3.87万公里
日产,经典 1.6XE 自动领先版,大连,11.23万,3.98万,0,2017年,3万公里
别克,20T 豪华型,天津,25.98万,9.16万,1,2019年,7.63万公里
奥迪,Limousine 35 TFSI 进取型,杭州,19.40万,6.88万,0,2017年,5.85万公里
东南,1.5T 自动豪华型,青岛,12.99万,2.98万,1,2017年,10.20万公里
福特,EcoBoost 180 时尚型,石家庄,19.28万,9.21万,1,2021年,7.61万公里
日产,经典 1.6L XE CVT舒适版,乌鲁木齐,10.86万,6.98万,0,2024年,0.53万公里
奔驰,GLC 300 L 4MATIC 动感型,昆明,45.48万,29.18万,0,2020年,6.76万公里
大众,1.8TSI 自动尊荣版,北京,21.58万,3.15万,1,2012年,10.20万公里
大众,1.4TSI 自动豪华型,东莞,16.78万,2.53万,0,2012年,11.80万公里
宝马,改款 120i M运动版,南昌,20.58万,9.88万,0,2022年,3万公里
别克,GS 28T 尊贵型,苏州,26.98万,8.50万,0,2017年,7.90万公里
福特,1.5L 自动黄金版,苏州,9.08万,4.35万,0,2022年,3.90万公里
奥迪,45 TFSI 臻选致雅型,泉州,43.98万,24.79万,1,2021年,10万公里
别克,2.0L 领先时尚型,深圳,17.89万,2.68万,0,2014年,10.80万公里
日产,2.0XL CVT豪华版,广州,15.48万,1.69万,1,2009年,14万公里
凯迪拉克,28T 舒适型,武汉,34.99万,5.28万,0,2014年,11.80万公里
丰田,2.5G 豪华版 国VI,深圳,21.98万,12.38万,2,2020年,6万公里
雷克萨斯,300,佛山,69.60万,7.60万,0,2009年,28万公里
奥迪,35 TFSI quattro 技术型,成都,33.38万,6.38万,2,2014年,9.80万公里
大众,330TSI DSG 领先型,太原,21.99万,12.36万,0,2020年,4.89万公里
长安欧尚,1.5T 自动豪华型,深圳,9.89万,5.98万,0,2021年,1.61万公里
大众,330TSI 两驱豪华型 国VI,无锡,21.89万,8.68万,0,2019年,5万公里
领克,1.5TD DCT耀Pro,深圳,15.18万,9.16万,0,2022年,1.21万公里
雪佛兰,535T 驭界版,湖州,19.49万,10.16万,0,2022年,1.88万公里
福特,EcoBoost 245 两驱豪锐型 7座 国V,深圳,26.98万,8.68万,2,2018年,8万公里
启辰,260T 48V轻混增压 星曜版,沈阳,14.96万,7.28万,0,2021年,0.81万公里
奔驰,B 180,广州,23.98万,9.66万,0,2020年,3.78万公里
哈弗,红标 1.5T 自动豪华型,南京,13.50万,4.88万,2,2018年,7.60万公里
大众,230TSI 自动舒适型,重庆,15.49万,6.28万,0,2017年,5.90万公里
凯迪拉克,28T 两驱豪华运动型,上海,28.47万,10.38万,0,2019年,6万公里
魏牌,2.0T 旗舰型,长沙,16.30万,5.28万,1,2018年,7.80万公里
斯柯达,TSI280 舒适版 国V,青岛,14.99万,5.48万,1,2018年,6.21万公里
沃尔沃,S60L T3 智进版,昆明,27.19万,8.80万,2,2019年,7.40万公里
雪佛兰,535T CVT锐动版,合肥,16.49万,6.00万,0,2021年,6.60万公里
宝马,320Li 时尚型,上海,32.38万,10.58万,0,2017年,8.30万公里
宝马,523Li 领先型,沈阳,45.96万,7.38万,0,2012年,17.20万公里
英菲尼迪,2.0T 两驱时尚版,沈阳,35.08万,12.90万,0,2021年,7.86万公里
路虎,249PS R-DYNAMIC SE 运动科技版,青岛,41.78万,18.80万,0,2021年,2.24万公里
吉利汽车,两厢RS百万款 1.5L CVT向上版,常州,8.78万,2.88万,0,2016年,4.53万公里
比亚迪,1.5L 手动经典型,沈阳,4.39万,1.98万,1,2019年,1.41万公里
沃尔沃,B6 智雅豪华版 7座,深圳,78.19万,41.87万,1,2021年,3.70万公里
奔驰,GLA 220 4MATIC 时尚型,北京,31.98万,9.18万,0,2016年,7.68万公里
奥迪,40 TFSI 时尚型 国V,江门,33.58万,13.88万,0,2019年,2.94万公里
沃尔沃,T5 智逸版,沈阳,40.29万,14.98万,1,2018年,7.14万公里
奔驰,GLC 260 4MATIC 豪华型,重庆,44.50万,15.80万,1,2016年,6万公里
斯柯达,TSI280 DSG冠军版,苏州,21.28万,6.68万,1,2017年,8.30万公里
奔驰,S 450 L 4MATIC,北京,128.45万,98.88万,0,2023年,1.10万公里
奔驰,C 200 L 时尚型运动版,成都,31.58万,17.73万,0,2020年,6.53万公里
铃木,1.3 AT JLX,北京,15.18万,9.78万,1,2016年,5.71万公里
奥迪,改款 40 TFSI 荣享时尚型,西安,41.58万,19.99万,0,2021年,6.10万公里
奥迪,2.0TFSI 舒适型,汕头,48.19万,5.30万,0,2012年,14.80万公里
别克,2.0L 精英时尚型,邢台,19.39万,3.68万,1,2015年,10.90万公里
英菲尼迪,2.0T 逸享版 国VI,杭州,29.48万,11.68万,0,2019年,6.50万公里
奔驰,改款 CLA 200 时尚型,石家庄,28.90万,11.50万,2,2018年,7.30万公里
东南,1.5L 手动亲民版,大连,5.78万,1.58万,0,2014年,3.73万公里
丰田,1.5L CVT精英版,惠州,12.78万,7.71万,0,2022年,1.83万公里
丰田,改款 185T CVT精英版 国V,银川,12.48万,5.98万,1,2019年,6.09万公里
福特,三厢经典 1.8L 手动基本型,昆明,9.98万,1.50万,2,2014年,11万公里
福特,EcoBoost 245 两驱豪锐型 7座 国V,石家庄,26.98万,12.98万,2,2019年,5.81万公里
路虎,240PS SE版 国V,石家庄,39.48万,14.10万,0,2019年,5.30万公里
红旗,1.5T DCT旗悦版,苏州,14.58万,5.84万,0,2021年,3.90万公里
奥迪,35TFSI 进取动感型,成都,21.88万,9.68万,0,2020年,3.40万公里
Jeep,3.0L 舒享导航版,沈阳,57.99万,11.30万,1,2014年,11.70万公里
魏牌,2.0T 科技版,上海,19.28万,7.69万,0,2020年,5.85万公里
名爵,20T 自动星辉版,苏州,10.98万,3.48万,0,2019年,5.60万公里
宝马,220i 运动设计套装,南京,35.40万,6.88万,1,2015年,9.50万公里
奔驰,改款 E 300 L 殊享版,厦门,49.98万,32.30万,1,2020年,7.60万公里
奔驰,A 200 L 运动轿车,九江,26.48万,10.58万,0,2019年,6.20万公里
名爵,180DVVT CVT青春风尚版,武汉,7.79万,3.76万,0,2021年,1.98万公里
大众,出众款 380TSI 四驱龙腾版,沈阳,27.90万,23.80万,0,2024年,0.01万公里
长安,PLUS 蓝鲸NE 1.4T GDI 自动旗舰型,东莞,10.39万,4.58万,0,2020年,2.70万公里
领克,84KM续航版 Pro,石家庄,16.78万,8.08万,0,2022年,6.76万公里
雪佛兰,530T 自动舒适版,苏州,16.49万,4.55万,0,2018年,6.10万公里
奥迪,2.0TFSI 技术型,东莞,42.38万,4.68万,3,2011年,18万公里
凯迪拉克,28T 豪华型,武汉,34.97万,13.98万,0,2020年,7.30万公里
宝马,改款 120i M运动曜夜版,济南,22.68万,9.98万,1,2022年,1.80万公里
福特,三厢 1.6L 自动风尚型智行版,无锡,13.88万,3.28万,0,2017年,8.70万公里
日产,1.6L XL CVT悦享版,厦门,12.99万,7.35万,0,2020年,4.31万公里
本田,180Turbo CVT旗舰版,深圳,13.98万,6.75万,0,2021年,2.84万公里
荣威,Supreme系列 400TGI 自动豪华座舱版,石家庄,14.98万,8.48万,0,2021年,3.56万公里
奔驰,E 300 L 优雅型,苏州,58.80万,6.58万,2,2012年,15万公里
奔驰,S 300,深圳,99.30万,6.98万,0,2007年,19万公里
奔驰,C 260 L 运动星耀臻藏版,潍坊,35.68万,21.68万,1,2021年,2.15万公里
丰田,双擎 1.8L 领先版,中山,13.38万,9.21万,1,2023年,2.07万公里
大众,330TSI 自动两驱豪华版,青岛,25.98万,9.30万,1,2017年,11.82万公里
长安,PLUS 蓝鲸NE 1.4T GDI 自动锋尚型,苏州,8.89万,3.59万,0,2020年,4.30万公里
本田,1.8L 手动经典版,广州,14.78万,1.68万,1,2008年,16.20万公里
斯柯达,1.6L 自动创行版,济南,14.19万,3.98万,0,2017年,6.30万公里
奔驰,SLK 200K PASSION,北京,67.60万,7.70万,0,2008年,7万公里
西雅特,2.0TSI CUPRA,北京,29.46万,4.58万,2,2013年,11.80万公里
大众,1.5L 手动风尚版,太原,8.79万,4.98万,0,2022年,1.84万公里
吉利汽车,1.4T 自动尊贵智联型,徐州,10.98万,3.98万,0,2018年,7.81万公里
红旗,2.0T 智联旗享版,成都,19.98万,9.71万,0,2020年,4.84万公里
奔驰,改款 GLC 260 4MATIC 豪华型,杭州,44.50万,21.61万,0,2018年,5.13万公里
别克,28T 四驱豪华型,东莞,29.99万,5.88万,0,2016年,8.80万公里
丰田,3.5L 尊贵版,深圳,86.40万,59.80万,0,2018年,7.80万公里
大众,280TSI 自动两驱丝绸之路风尚版,长春,19.48万,7.87万,1,2018年,5.02万公里
东南,1.5L 手动幸福版,杭州,5.79万,1.61万,1,2015年,8.44万公里
本田,370TURBO 四驱尊享版,南昌,29.28万,16.63万,1,2020年,7.35万公里
宝马,118i 领先型,北京,28.90万,5.80万,0,2012年,4.50万公里
长安,PLUS 蓝鲸NE 1.4T GDI 自动尊贵型,苏州,9.39万,3.80万,0,2020年,4.70万公里
奥迪,35 TFSI 自动标准型,苏州,30.98万,4.87万,0,2012年,12万公里
奥迪,35 TFSI 自动舒适型,北京,33.29万,8.00万,1,2015年,8.13万公里
宝马,改款 116i 领先型,南京,26.20万,6.30万,0,2015年,2.70万公里
荣威,1.5L CVT安心版,苏州,8.49万,4.15万,0,2022年,3.90万公里
保时捷,Cayenne 3.6L,青岛,88.80万,6.80万,1,2010年,15万公里
众泰,1.8T 双离合豪华型,哈尔滨,11.98万,3.38万,0,2018年,9万公里
大众,劲取 1.6L 自动雅致版,上海,10.96万,1.28万,1,2011年,13万公里
本田,210TURBO CVT豪华版 5座,石家庄,16.59万,8.78万,1,2018年,5.14万公里
斯柯达,1.4TSI 手动极地版,苏州,18.58万,3.68万,0,2014年,12.10万公里
五菱汽车,1.5T CVT旗舰型,昆明,11.68万,6.68万,0,2021年,3.95万公里
保时捷,Cayenne Platinum Edition 3.0T,杭州,105.80万,20.98万,0,2014年,10万公里
起亚,1.6L 自动GL,海口,11.18万,3.62万,1,2015年,4.17万公里
日产,1.6XV CVT智联尊享版 国V,苏州,14.03万,5.71万,0,2018年,1.69万公里
奔驰,GLC 260 L 4MATIC 动感型,南京,39.78万,24.37万,1,2020年,2.84万公里
比亚迪,升级版 1.5T 自动豪华型 7座,广州,10.48万,5.98万,0,2021年,3.47万公里
雪佛兰,2.0L 自动舒适版,东莞,16.49万,3.98万,2,2016年,10万公里
广汽传祺,235T 自动精英版,邯郸,9.38万,4.96万,0,2019年,1.98万公里
福特,领界S EcoBoost 145 CVT铂领型,商丘,13.28万,7.59万,0,2021年,3.43万公里
吉利汽车,2.0T 尊贵型,佛山,13.97万,9.71万,0,2023年,2.52万公里
长安,PLUS 蓝鲸NE 1.4T GDI 自动尊贵型,长沙,9.39万,5.35万,0,2021年,4.39万公里
吉利汽车,优雅版 1.3T 手动领尚型,长沙,8.48万,2.38万,0,2017年,6万公里
丰田,改款 185T CVT精英版 国V,济南,12.48万,5.58万,0,2018年,4.98万公里
Jeep,2.0T 四驱臻享版 国V,长春,30.98万,12.57万,0,2018年,5.17万公里
大众,挚爱版 280TSI DSG舒适型,郑州,15.42万,8.78万,1,2020年,4.06万公里
宝马,320i M时尚型,北京,37.65万,7.58万,1,2014年,11.90万公里
大众,1.6L 自动舒适型,哈尔滨,14.78万,2.38万,0,2011年,10万公里
别克,15N 自动进取型,嘉兴,11.99万,2.43万,2,2016年,11.20万公里
名爵,300TGI DCT青奢旗舰版,成都,9.99万,4.50万,0,2021年,2.20万公里
宝马,525i M运动套装,深圳,41.99万,20.58万,0,2019年,7.30万公里
大众,出众款 380TSI 四驱龙耀版,沈阳,29.90万,25.80万,0,2024年,0.01万公里
比亚迪,DM-i 110KM 两驱旗舰 PLUS,深圳,17.78万,10.18万,0,2022年,3万公里
奥迪,35 TFSI 自动标准型,上海,30.98万,4.98万,0,2013年,8.60万公里
凯迪拉克,28T 七座四驱豪华型,柳州,43.97万,21.53万,0,2020年,7.11万公里
宝马,318i 时尚型,深圳,28.80万,8.18万,0,2017年,9万公里
宝马,320Li 时尚型,温州,31.68万,12.98万,0,2019年,5万公里
沃尔沃,T5 四驱智逸版 国V,青岛,39.19万,15.98万,1,2019年,8.60万公里
日产,经典 1.6XE+ CVT领先版,惠州,11.28万,3.68万,3,2018年,7.20万公里
雪佛兰,Redline 550T 自动锐动版,南昌,19.49万,9.58万,0,2021年,5.15万公里
东风,改款 1.5L 手动标准型7座 国IV,广州,6.68万,1.08万,1,2014年,10.50万公里
日产,1.6L XL CVT悦享版,郑州,12.99万,7.98万,0,2021年,1.92万公里
福特,2.0L GTDi240豪华运动型,北京,24.28万,6.90万,0,2016年,9.31万公里
三菱,致尚版 1.8L CVT豪华型,汕头,14.38万,2.30万,1,2012年,10.50万公里
凯迪拉克,28T 豪华型,北京,34.97万,17.18万,0,2019年,6.86万公里
福特,EcoBoost 180 时尚型,佛山,19.28万,6.28万,1,2018年,6万公里
奥迪,55 TFSIe quattro,西安,50.80万,24.99万,0,2021年,6.48万公里
广汽传祺,390T 自动星云版,潍坊,14.28万,9.38万,0,2022年,3.36万公里
大众,280TSI DSG两驱舒适型 国VI,襄阳,17.08万,8.38万,0,2019年,4.89万公里
吉利汽车,优雅版 1.8L 自动领尚型,临沂,9.28万,3.78万,1,2018年,6.56万公里
马自达,2.0L 自动时尚型,嘉兴,14.78万,2.99万,0,2014年,8万公里
广汽传祺,320T 两驱豪华智联版 7座,贵阳,18.28万,8.98万,0,2019年,6.73万公里
长安,尚酷版 1.5T 手动致享型,兰州,9.08万,2.98万,0,2018年,7万公里
奔驰,CLS 300 CGI,上海,76.80万,15.68万,0,2013年,4.50万公里
凯迪拉克,25T 舒适型,赣州,28.88万,5.88万,2,2015年,11万公里
凯迪拉克,改款 28T 豪华型,东莞,42.97万,19.38万,0,2020年,2.90万公里
现代,1.4T 双离合炫动·活力型,佛山,12.98万,4.28万,0,2018年,8.20万公里
奔驰,GLA 200 时尚型,上海,29.08万,8.36万,0,2017年,7万公里
宝马,xDrive 25i M运动套装,武汉,46.69万,30.80万,0,2023年,0.50万公里
大众,380TSI 自动四驱豪华版,东莞,28.98万,11.88万,0,2018年,6万公里
起亚,1.6L 自动15周年特别版GLS,东莞,11.88万,5.38万,0,2019年,4.60万公里
宝马,sDrive25Li 领先型,石家庄,30.98万,16.60万,0,2022年,1.90万公里
马自达,三厢 1.5L 自动豪华型 国V,中山,13.99万,5.18万,0,2018年,5.20万公里
现代,1.6L 自动尊贵型,南昌,12.78万,3.68万,1,2016年,7.60万公里
斯柯达,TSI280 DSG创行版,合肥,18.98万,4.68万,1,2016年,12万公里
奔驰,改款 C 200 L 时尚型运动版,南京,31.58万,15.57万,1,2020年,6.72万公里
奥迪,35 TFSI 进取动感型,济南,22.88万,11.30万,1,2022年,2万公里
福特,1.5L 自动质享型,金华,9.48万,4.28万,0,2021年,2.50万公里
奥迪,40 TFSI quattro 豪华动感型,成都,36.38万,20.98万,1,2022年,3.60万公里
比亚迪,DM-p 202KM四驱旗舰型,武汉,32.18万,18.58万,0,2023年,0.80万公里
荣威,1.5T 自动有为尊贵版,长春,13.88万,7.98万,0,2022年,3.19万公里
雪铁龙,2.0L 自动尊享型,北京,18.99万,2.35万,1,2012年,13.30万公里
大众,330TSI 两驱豪华型 国VI,邯郸,21.89万,10.78万,0,2020年,7.43万公里
别克,552T 豪华型,重庆,21.98万,13.58万,0,2023年,1.51万公里
魏牌,2.0T 旗舰型,台州,16.30万,6.68万,1,2018年,4.83万公里
宝马,xDrive28i M运动套装,郑州,42.58万,24.58万,0,2020年,5.58万公里
红旗,30TD 型动版,苏州,14.68万,4.85万,0,2019年,5.60万公里
吉利汽车,200T DCT缤驰版,东莞,8.88万,3.68万,2,2019年,7万公里
领克,1.5TD DCT劲Pro,武汉,14.88万,7.38万,0,2022年,2.90万公里
马自达,2.0L 自动标准型,北京,14.48万,1.80万,1,2009年,17.17万公里
捷豹,3.0T 硬顶版,南京,79.80万,19.88万,1,2017年,9.30万公里
凯迪拉克,28T 精英型,上海,31.99万,10.58万,0,2018年,8万公里
斯巴鲁,2.0i 舒适版,北京,19.98万,3.30万,0,2013年,11万公里
奥迪,2.0 TFSI 自动标准型,上海,30.98万,3.88万,0,2012年,12.63万公里
大众,1.8TSI DSG尊荣版,北京,21.88万,3.65万,1,2015年,14.20万公里
凯迪拉克,28T 豪华型,苏州,35.29万,11.68万,1,2019年,4.60万公里
奔驰,GLC 300 L 4MATIC 动感型,合肥,44.78万,25.90万,0,2020年,7.60万公里
